date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:25:34	63092/63092	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Feb%202016%2010:54:58%20GMT	http://www.grras.com/forums	C:/My%20Web%20Sites/My_Project/www.grras.com/forums.5.delayed	(from http://www.grras.com/)
16:25:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:08%20GMT	http://www.grras.com/blog	C:/My%20Web%20Sites/My_Project/www.grras.com/blog.6.delayed	(from http://www.grras.com/)
16:25:37	85223/85223	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://www.grras.com/blog/	C:/My%20Web%20Sites/My_Project/www.grras.com/blog/index.html	(from http://www.grras.com/)
16:25:37	72957/72957	---M-Z	200	added ('OK')	text/html	etag:%2217c0eb-35c8-52c5907da1ec0%22	http://www.grras.com/registration/	C:/My%20Web%20Sites/My_Project/www.grras.com/registration/index.html	(from http://www.grras.com/)
16:25:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:09%20GMT	http://www.grras.com/photo-gallery	C:/My%20Web%20Sites/My_Project/www.grras.com/photo-gallery.7.delayed	(from http://www.grras.com/)
16:25:38	84194/84194	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://www.grras.com/photo-gallery/	C:/My%20Web%20Sites/My_Project/www.grras.com/photo-gallery/index.html	(from http://www.grras.com/)
16:25:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:10%20GMT	http://www.grras.com/sitemap	C:/My%20Web%20Sites/My_Project/www.grras.com/sitemap.8.delayed	(from http://www.grras.com/)
16:25:39	95974/95974	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://www.grras.com/sitemap/	C:/My%20Web%20Sites/My_Project/www.grras.com/sitemap/index.html	(from http://www.grras.com/)
16:25:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:11%20GMT	http://www.grras.com/courses/redhat-linux-securities/red-hat-enterprise-deployment-and-systems-management-rh401-course-pune-jaipur	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/redhat-linux-securities/red-hat-enterprise-deployment-and-systems-management-rh401-course-pune-jaipur.9.delayed	(from http://www.grras.com/)
16:25:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:11%20GMT	http://www.grras.com/profile/	C:/My%20Web%20Sites/My_Project/www.grras.com/profile/index.html	(from http://www.grras.com/)
16:25:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:11%20GMT	http://www.grras.com/awards-and-recognitions/	C:/My%20Web%20Sites/My_Project/www.grras.com/awards-and-recognitions/index.html	(from http://www.grras.com/)
16:25:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:13%20GMT	http://www.grras.com/courses/redhat-linux-securities/red-hat-enterprise-clustering-and-storage-management-rh436-grras	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/redhat-linux-securities/red-hat-enterprise-clustering-and-storage-management-rh436-grras.a.delayed	(from http://www.grras.com/)
16:25:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:15%20GMT	http://www.grras.com/moments-milestones/	C:/My%20Web%20Sites/My_Project/www.grras.com/moments-milestones/index.html	(from http://www.grras.com/)
16:25:48	72009/72009	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Feb%202016%2010:55:11%20GMT	http://www.grras.com/contact-us/?id=1	C:/My%20Web%20Sites/My_Project/www.grras.com/contact-us/index681a.html	(from http://www.grras.com/)
16:25:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:20%20GMT	http://www.grras.com/courses/redhat-linux-securities/red-hat-certified-virtualization-administrator-rhcva-training	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/redhat-linux-securities/red-hat-certified-virtualization-administrator-rhcva-training.b.delayed	(from http://www.grras.com/)
16:25:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:24%20GMT	http://www.grras.com/corporate-training/	C:/My%20Web%20Sites/My_Project/www.grras.com/corporate-training/index.html	(from http://www.grras.com/)
16:25:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:25%20GMT	http://www.grras.com/online-training/	C:/My%20Web%20Sites/My_Project/www.grras.com/online-training/index.html	(from http://www.grras.com/)
16:26:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:26%20GMT	http://www.grras.com/courses/redhat-linux-securities/cloud-computing-training-institutes-in-pune-jaipur	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/redhat-linux-securities/cloud-computing-training-institutes-in-pune-jaipur.c.delayed	(from http://www.grras.com/)
16:26:03	79743/79743	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Feb%202016%2010:55:27%20GMT	http://www.grras.com/testimonials/	C:/My%20Web%20Sites/My_Project/www.grras.com/testimonials/index.html	(from http://www.grras.com/)
16:26:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:35%20GMT	http://www.grras.com/offshore-training/	C:/My%20Web%20Sites/My_Project/www.grras.com/offshore-training/index.html	(from http://www.grras.com/)
16:26:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:36%20GMT	http://www.grras.com/customized-boot-camp/	C:/My%20Web%20Sites/My_Project/www.grras.com/customized-boot-camp/index.html	(from http://www.grras.com/)
16:26:15	72009/72009	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Feb%202016%2010:55:12%20GMT	http://www.grras.com/contact-us/?id=2	C:/My%20Web%20Sites/My_Project/www.grras.com/contact-us/index0b30.html	(from http://www.grras.com/)
16:26:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:42%20GMT	http://www.grras.com/courses/course_info-phpscat_id9/cisco-networking-ccna-training-jaipur	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/course_info-phpscat_id9/cisco-networking-ccna-training-jaipur.d.delayed	(from http://www.grras.com/)
16:26:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:47%20GMT	http://www.grras.com/1-to-1-training/	C:/My%20Web%20Sites/My_Project/www.grras.com/1-to-1-training/index.html	(from http://www.grras.com/)
16:26:22	63092/63092	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Feb%202016%2010:55:38%20GMT	http://www.grras.com/summer-industrial-training/	C:/My%20Web%20Sites/My_Project/www.grras.com/summer-industrial-training/index.html	(from http://www.grras.com/)
16:26:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:55%20GMT	http://www.grras.com/courses/core-java-programming-institute-jaipur	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/core-java-programming-institute-jaipur.e.delayed	(from http://www.grras.com/)
16:26:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:57%20GMT	http://www.grras.com/staffing-services/	C:/My%20Web%20Sites/My_Project/www.grras.com/staffing-services/index.html	(from http://www.grras.com/)
16:26:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:58%20GMT	http://www.grras.com/placement-assistance/	C:/My%20Web%20Sites/My_Project/www.grras.com/placement-assistance/index.html	(from http://www.grras.com/)
16:26:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:58%20GMT	http://www.grras.com/workshopsseminars/	C:/My%20Web%20Sites/My_Project/www.grras.com/workshopsseminars/index.html	(from http://www.grras.com/)
16:26:28	72009/72009	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Feb%202016%2010:55:12%20GMT	http://www.grras.com/contact-us/?id=3	C:/My%20Web%20Sites/My_Project/www.grras.com/contact-us/indexd708.html	(from http://www.grras.com/)
16:26:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:55:59%20GMT	http://www.grras.com/it-consulting-service/	C:/My%20Web%20Sites/My_Project/www.grras.com/it-consulting-service/index.html	(from http://www.grras.com/)
16:26:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:56:00%20GMT	http://www.grras.com/courses/oracle-java/advance-java-programming-institute-jaipur	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/oracle-java/advance-java-programming-institute-jaipur.f.delayed	(from http://www.grras.com/)
16:26:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:56:00%20GMT	http://www.grras.com/data-center-hosting-solutions/	C:/My%20Web%20Sites/My_Project/www.grras.com/data-center-hosting-solutions/index.html	(from http://www.grras.com/)
16:26:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:56:00%20GMT	http://www.grras.com/rent-a-class-room/	C:/My%20Web%20Sites/My_Project/www.grras.com/rent-a-class-room/index.html	(from http://www.grras.com/)
16:26:36	63092/63092	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Feb%202016%2010:56:01%20GMT	http://www.grras.com/courses/redhat-linux-administration/rhce/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/redhat-linux-administration/rhce/index.html	(from http://www.grras.com/)
16:27:00	98770/98770	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Feb%202016%2010:56:31%20GMT	http://www.grras.com/courses/redhat-linux-administration/red-hat-enterprise-linux-7/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/redhat-linux-administration/red-hat-enterprise-linux-7/index.html	(from http://www.grras.com/)
16:27:07	63092/63092	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Feb%202016%2010:56:02%20GMT	http://www.grras.com/courses/php/advanced-php-course-in-jaipur	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/php/advanced-php-course-in-jaipur.10.delayed	(from http://www.grras.com/)
16:27:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:56:39%20GMT	http://www.grras.com/courses/red-hat-enterprise-performance-tuning-rh442/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/red-hat-enterprise-performance-tuning-rh442/index.html	(from http://www.grras.com/)
16:27:21	87030/87030	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Feb%202016%2010:56:53%20GMT	http://www.grras.com/courses/redhat-linux-securities/red-hat-enterprise-clustering-and-storage-management-rh436-grras/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/redhat-linux-securities/red-hat-enterprise-clustering-and-storage-management-rh436-grras/index.html	(from http://www.grras.com/)
16:27:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:56:53%20GMT	http://www.grras.com/courses/security-hacking/ceh-training-institutes-in-jaipur-pune	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/security-hacking/ceh-training-institutes-in-jaipur-pune.11.delayed	(from http://www.grras.com/)
16:28:18	86210/86210	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Feb%202016%2010:57:48%20GMT	http://www.grras.com/courses/redhat-linux-securities/red-hat-storage-server-administration-rh236/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/redhat-linux-securities/red-hat-storage-server-administration-rh236/index.html	(from http://www.grras.com/)
16:28:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:58:01%20GMT	http://www.grras.com/courses/other-courses/android-application-development-android-app	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/other-courses/android-application-development-android-app.12.delayed	(from http://www.grras.com/)
16:29:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:58:49%20GMT	http://www.grras.com/courses/other-courses/shell-scripting-training-in-pune-jaipur	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/other-courses/shell-scripting-training-in-pune-jaipur.13.delayed	(from http://www.grras.com/)
16:29:25	63092/63092	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Feb%202016%2010:58:02%20GMT	http://www.grras.com/courses/redhat-certification-bootcamp-and-exam/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/redhat-certification-bootcamp-and-exam/index.html	(from http://www.grras.com/)
16:30:13	77698/77698	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Feb%202016%2010:59:45%20GMT	http://www.grras.com/courses/oracle-java/core-java-programming-institute-jaipur/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/oracle-java/core-java-programming-institute-jaipur/index.html	(from http://www.grras.com/)
16:30:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2010:59:45%20GMT	http://www.grras.com/courses/other-courses/perl-script-training-in-pune	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/other-courses/perl-script-training-in-pune.14.delayed	(from http://www.grras.com/)
16:30:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2011:00:08%20GMT	http://www.grras.com/exam-dates/1	C:/My%20Web%20Sites/My_Project/www.grras.com/exam-dates/1.15.delayed	(from http://www.grras.com/)
16:32:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2011:01:48%20GMT	http://www.grras.com/exam-dates/2	C:/My%20Web%20Sites/My_Project/www.grras.com/exam-dates/2.16.delayed	(from http://www.grras.com/)
16:33:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2011:02:50%20GMT	http://www.grras.com/exam-dates/3	C:/My%20Web%20Sites/My_Project/www.grras.com/exam-dates/3.17.delayed	(from http://www.grras.com/)
16:36:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2011:05:13%20GMT	http://www.grras.com/exam-dates/4	C:/My%20Web%20Sites/My_Project/www.grras.com/exam-dates/4.18.delayed	(from http://www.grras.com/)
16:36:20	69936/69936	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://www.grras.com/exam-dates/4/	C:/My%20Web%20Sites/My_Project/www.grras.com/exam-dates/4/index.html	(from http://www.grras.com/)
16:36:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2011:05:52%20GMT	http://www.grras.com/exam-dates/5	C:/My%20Web%20Sites/My_Project/www.grras.com/exam-dates/5.19.delayed	(from http://www.grras.com/)
16:36:28	69936/69936	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://www.grras.com/exam-dates/5/	C:/My%20Web%20Sites/My_Project/www.grras.com/exam-dates/5/index.html	(from http://www.grras.com/)
16:37:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2011:06:08%20GMT	http://www.grras.com/testimonials/write-testimonial	C:/My%20Web%20Sites/My_Project/www.grras.com/testimonials/write-testimonial.1a.delayed	(from http://www.grras.com/)
16:37:05	73358/73358	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://www.grras.com/testimonials/write-testimonial/	C:/My%20Web%20Sites/My_Project/www.grras.com/testimonials/write-testimonial/index.html	(from http://www.grras.com/)
16:37:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2011:06:37%20GMT	http://www.grras.com/redhat-offers	C:/My%20Web%20Sites/My_Project/www.grras.com/redhat-offers.1b.delayed	(from http://www.grras.com/)
16:37:06	70479/70479	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://www.grras.com/redhat-offers/	C:/My%20Web%20Sites/My_Project/www.grras.com/redhat-offers/index.html	(from http://www.grras.com/)
16:37:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2011:06:39%20GMT	http://www.grras.com/news-events	C:/My%20Web%20Sites/My_Project/www.grras.com/news-events.1c.delayed	(from http://www.grras.com/)
16:37:08	69619/69619	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://www.grras.com/news-events/	C:/My%20Web%20Sites/My_Project/www.grras.com/news-events/index.html	(from http://www.grras.com/)
16:37:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Feb%202016%2011:06:40%20GMT	http://www.grras.com/career/job-openings	C:/My%20Web%20Sites/My_Project/www.grras.com/career/job-openings.1d.delayed	(from http://www.grras.com/)
16:37:25	91443/91443	---M--	200	added ('OK')	image/jpeg	etag:%2217c2c5-16533-5029ddc146b40%22	http://www.grras.com/wp-content/uploads/2014/09/11-1154x389.jpg	C:/My%20Web%20Sites/My_Project/www.grras.com/wp-content/uploads/2014/09/11-1154x389.jpg	(from http://www.grras.com/)
16:37:36	70517/70517	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://www.grras.com/career/job-openings/	C:/My%20Web%20Sites/My_Project/www.grras.com/career/job-openings/index.html	(from http://www.grras.com/)
16:37:40	72589/72589	---M--	200	added ('OK')	image/jpeg	etag:%2217c29e-11b8d-5029ddbb8ddc0%22	http://www.grras.com/wp-content/uploads/2014/09/slider_bg2-1170x395.jpg	C:/My%20Web%20Sites/My_Project/www.grras.com/wp-content/uploads/2014/09/slider_bg2-1170x395.jpg	(from http://www.grras.com/)
16:38:23	116125/116125	---M--	200	added ('OK')	image/jpeg	etag:%2217c246-1c59d-5029ddbf5e6c0%22	http://www.grras.com/wp-content/uploads/2014/09/21-1154x389.jpg	C:/My%20Web%20Sites/My_Project/www.grras.com/wp-content/uploads/2014/09/21-1154x389.jpg	(from http://www.grras.com/)
16:38:40	80883/80883	---M--	200	added ('OK')	image/jpeg	etag:%2217c244-13bf3-5029ddbd76240%22	http://www.grras.com/wp-content/uploads/2014/09/61-1000x337.jpg	C:/My%20Web%20Sites/My_Project/www.grras.com/wp-content/uploads/2014/09/61-1000x337.jpg	(from http://www.grras.com/)
16:39:28	80455/80455	---M--	200	added ('OK')	image/jpeg	etag:%2217c2f8-13a47-5029ddc32efc0%22	http://www.grras.com/wp-content/uploads/2014/09/4-1000x337.jpg	C:/My%20Web%20Sites/My_Project/www.grras.com/wp-content/uploads/2014/09/4-1000x337.jpg	(from http://www.grras.com/)
16:40:30	100501/100501	---M--	200	added ('OK')	image/jpeg	etag:%2217c302-18895-502f1158588c0%22	http://www.grras.com/wp-content/uploads/2014/09/location-1000x337.jpg	C:/My%20Web%20Sites/My_Project/www.grras.com/wp-content/uploads/2014/09/location-1000x337.jpg	(from http://www.grras.com/)
16:42:46	72994/72994	---M-Z	200	added ('OK')	text/html	etag:%22180066-3825-52c59884ccf80%22	http://www.grras.com/about-us/awards-and-recognitions/	C:/My%20Web%20Sites/My_Project/www.grras.com/about-us/awards-and-recognitions/index.html	(from http://www.grras.com/)
17:28:48	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:30%20GMT	http://www.grras.com/course-schedule/redhat/	C:/My%20Web%20Sites/My_Project/www.grras.com/course-schedule/redhat/index.html	(from http://www.grras.com/sitemap/)
17:28:48	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:30%20GMT	http://www.grras.com/course-schedule/scjp/	C:/My%20Web%20Sites/My_Project/www.grras.com/course-schedule/scjp/index.html	(from http://www.grras.com/sitemap/)
17:28:48	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:30%20GMT	http://www.grras.com/courses/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/index.html	(from http://www.grras.com/sitemap/)
17:28:48	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:30%20GMT	http://www.grras.com/courses/course_info-phpscat_id9/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/course_info-phpscat_id9/index.html	(from http://www.grras.com/sitemap/)
17:28:49	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:31%20GMT	http://www.grras.com/courses/oracle-java/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/oracle-java/index.html	(from http://www.grras.com/sitemap/)
17:28:49	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:31%20GMT	http://www.grras.com/courses/other-courses/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/other-courses/index.html	(from http://www.grras.com/sitemap/)
17:28:49	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:31%20GMT	http://www.grras.com/courses/other-courses/python-a-dragon-language/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/other-courses/python-a-dragon-language/index.html	(from http://www.grras.com/sitemap/)
17:28:49	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:31%20GMT	http://www.grras.com/courses/other-red-hat-courses/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/other-red-hat-courses/index.html	(from http://www.grras.com/sitemap/)
17:28:49	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:31%20GMT	http://www.grras.com/courses/other-red-hat-courses/red-hat-enterprise-linux-troubleshooting-rh242-training-in-pune-jaipur/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/other-red-hat-courses/red-hat-enterprise-linux-troubleshooting-rh242-training-in-pune-jaipur/index.html	(from http://www.grras.com/sitemap/)
17:28:49	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:31%20GMT	http://www.grras.com/courses/php/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/php/index.html	(from http://www.grras.com/sitemap/)
17:28:49	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:32%20GMT	http://www.grras.com/courses/php/advanced-php-course-in-jaipur-pune/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/php/advanced-php-course-in-jaipur-pune/index.html	(from http://www.grras.com/sitemap/)
17:28:49	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:32%20GMT	http://www.grras.com/courses/redhat-certification-bootcamp-exam-training-preparation-pune/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/redhat-certification-bootcamp-exam-training-preparation-pune/index.html	(from http://www.grras.com/sitemap/)
17:28:50	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:32%20GMT	http://www.grras.com/courses/redhat-linux-securities/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/redhat-linux-securities/index.html	(from http://www.grras.com/sitemap/)
17:28:50	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:32%20GMT	http://www.grras.com/wp-content/uploads/2013/12/f8627be057559fd58833f30688a9a720-604x270.jpg	C:/My%20Web%20Sites/My_Project/www.grras.com/wp-content/uploads/2013/12/f8627be057559fd58833f30688a9a720-604x270.2d.delayed	(from http://www.grras.com/testimonials/)
17:28:50	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:33%20GMT	http://www.grras.com/courses/redhat-linux-securities/expertise-in-selinux-rhs429-pune-jaipur/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/redhat-linux-securities/expertise-in-selinux-rhs429-pune-jaipur/index.html	(from http://www.grras.com/sitemap/)
17:28:51	666/666	---M--	502	error ('Connection%20refused')	text/html	date:Mon,%2022%20Feb%202016%2011:58:33%20GMT	http://www.grras.com/courses/redhat-linux-securities/red-hat-enterprise-performance-tuning-rh442/	C:/My%20Web%20Sites/My_Project/www.grras.com/courses/redhat-linux-securities/red-hat-enterprise-performance-tuning-rh442/index.html	(from http://www.grras.com/sitemap/)
